ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links,Tech Stack,Topics
50, Rperform : A performance testing R package ,Testing performance is important for many R packages. Rperform is an R package which makes it easy to run performance tests on R packages which use..., daniel_agyapong ," Mentor  Toby Dylan Hocking, Randy Lai, Akash Tandon ", Organization  R project for statistical computing ,/archive/2022/projects/qIs6T4Gt,https://engineerdanny.github.io/GSOC22-RPerform-Blog/,No,No,"Testing performance is important for many R packages. Rperform is an R package which makes it easy to run performance tests on R packages which use testthat and git.

The main goal of this project is to get Rperform working and easy to use with GitHub actions. If possible, the package should be published on CRAN.

The main code is https://github.com/analyticalmonk/Rperform and the forked repository which I am working on, is https://github.com/EngineerDanny/Rperform",[],[],"github, git, r","performance-testing, performance-analysis, performance-visualization, performance-metrics"
1, JNI Interop for Dart ,"This project aims to develop a JNI interop package, which allows to access Java APIs (on Both Android and JVM) from Dart code, and a wrapper...", Mahesh Hegde ," Mentor  Daco Harkes, Liam ", Organization  Dart ,/archive/2022/projects/cfMyek57,https://gist.github.com/mahesh-hegde/8ab32fb2f7522458e9d196690b102b3a,No,Yes,"This project aims to develop a JNI interop package, which allows to access Java APIs (on Both Android and JVM) from Dart code, and a wrapper generator which, given Java sources, generates JNI wrapper code in C and dart, thus enabling the programmer to use Java APIs from Dart idiomatically.","['https://github.com/dart-lang/jnigen/pull/11', 'https://github.com/dart-lang/jnigen/pull/19', 'https://github.com/dart-lang/jnigen/pull/36', 'https://github.com/dart-lang/jnigen/pull/46']",[],"c, java, flutter, dart, jni","mobile development, code generation, Language Interop, Foreign Function Interfaces"
2, Agora Vote iOS app ,"Agora vote iOS allows users to create elections, invite voters, view results etc. This application uses Agora Web API as a backend application. It...", Aleksandra Komagorkina , Mentor  Abhishek Agarwal , Organization  AOSSIE ,/archive/2022/projects/hWNu77nz,https://aleksandra.tech/gsoc2022/,No,Yes,"Agora vote iOS allows users to create elections, invite voters, view results etc.  This application uses Agora Web API as a backend application. It allows for elections to be held by using multiple algorithms such as Oklahoma, and RangeVoting. 

The iOS project has started in 2020 and some initial UI was implemented back then, but there was no functional API support or any business logic integration up until now. 

This year's project is focused on exploring and implementing The Composable Architecture (TCA) as well as on adding the remaining features and continuing the implementation of SwiftUI while following the User Interface Guidelines and iOS best practices. My goal is to build an authentication and authorisation layers, as well as to connect together Create Election flows and remote API, as well as to update and clean up the UI.",[],[],"swift, UX/UI, SwiftUI, Combine, TCA","mobile development, ios"
3, Zebra Traffic Control ,Add the ability for ZEBRA to modify TC tables via the netlink protocol. Currently FRR has no ability to modify the underlying TC tables. This would..., Shichu Yang ," Mentor  Sworley, qlyoung ", Organization  FRRouting ,/archive/2022/projects/eBqqrRLd,https://sigeryang.net/gsoc2022-frr/,No,No,Add the ability for ZEBRA to modify TC tables via the netlink protocol. Currently FRR has no ability to modify the underlying TC tables. This would be extremely useful for BGP Flowspec as well as with PBR.,"['https://github.com/FRRouting/frr/pull/11694', 'https://github.com/FRRouting/frr/pull/11824', 'https://github.com/FRRouting/frr/pull/11832', 'https://github.com/FRRouting/frr/pull/11908']",[],"c, linux","routing, netlink"
4, Support new IR in V8 Turbolizer ,"V8 is adding a new intermediate representation (IR) to the TurboFan optimizing JavaScript compiler. The new IR is called TurboShaft. For the old IR,...", Danylo Boiko ," Mentor  Nico Hartmann, Tobias Tebbi ", Organization  Chromium ,/archive/2022/projects/taspuPOM,https://docs.google.com/document/d/1rUY7PUfxoBI7Ln9hRgqqubrRxhjBN14uZ7f8g2MXXUc/edit?usp=sharing,No,Yes,"V8 is adding a new intermediate representation (IR) to the TurboFan optimizing JavaScript compiler. The new IR is called TurboShaft. For the old IR, there is Turbolizer, a web-based tool to inspect the IR, which is important for debugging the optimizing compiler. This project is about extending Turbolizer to also support the new IR.",[],[],"c++, typescript","web, V8, Turbolizer"
5, ArcFace Loss Implementation for Tensorflow Similarity ,Metric learning is a collection of machine learning approaches for learning to assess similarities and differences between data points from various..., Aylin Aydın , Mentor  Yusuf Sarıgöz , Organization  TensorFlow ,/archive/2022/projects/ObpzfgGa,https://github.com/aylinaydincs/GSoC-22-Project,No,No,"Metric learning is a collection of machine learning approaches for learning to assess similarities and differences between data points from various modalities. It has a wide range of applications, including information retrieval, semantic search, and recommendation systems.
One of the Metric Loss function, ArcFace loss determines the angle between the current feature and the target weight using the arc-cosine function since the dot product between the CNN feature and the last fully connected layer after feature and weight normalization matches the cosine distance.",['https://github.com/tensorflow/similarity/pull/291'],[],"python, tensorflow","machine learning, vision"
6, Project #8: Optimization of Deep Learning models for autonomous driving ,"The main aim of the project is to improve the current model stack of deep learning models, in terms of inference speed with minimum loss of...", Nikhil Paliwal ," Mentor  Sergio Paniego Blanco, Utkarsh Aashu Mishra ", Organization  JdeRobot ,/archive/2022/projects/8iSl34hX,https://theroboticsclub.github.io/gsoc2022-Nikhil_Paliwal/gsoc/Project-Summary/,No,Yes,"The main aim of the project is to improve the current model stack of deep learning models, in terms of inference speed with minimum loss of precision, for autonomous driving applications. JdeRobot organization has created Behavior Metrics a tool for comparing deep learning architectures for autonomous driving on different circuits with the support of Gazebo and Ros Noetic. The organization also provides another tool called DeepLearningStudio, which has datasets and some model implementations for training deep learning models. We will use available tools and techniques such as TensorRT, Quantization, Pruning, and architectural changes to optimize the correct model stack available in both PyTorch and Tensorflow.","['https://github.com/JdeRobot/DeepLearningStudio/pull/40', 'https://github.com/JdeRobot/BehaviorMetrics/pull/335', 'https://github.com/JdeRobot/DeepLearningStudio/pull/46', 'https://github.com/JdeRobot/BehaviorMetrics/pull/365', 'https://github.com/JdeRobot/DeepLearningStudio/pull/49', 'https://github.com/JdeRobot/BehaviorMetrics/pull/370', 'https://github.com/JdeRobot/BehaviorMetrics/pull/371', 'https://github.com/JdeRobot/DeepLearningStudio/pull/46', 'https://github.com/JdeRobot/DeepLearningStudio/pull/49', 'https://github.com/JdeRobot/BehaviorMetrics/pull/372', 'https://github.com/JdeRobot/DeepLearningStudio/pull/50', 'https://github.com/JdeRobot/BehaviorMetrics/pull/371', 'https://github.com/JdeRobot/DeepLearningStudio/pull/67', 'https://github.com/JdeRobot/BehaviorMetrics/pull/386', 'https://github.com/JdeRobot/DeepLearningStudio/pull/71', 'https://github.com/JdeRobot/BehaviorMetrics/pull/395', 'https://github.com/JdeRobot/BehaviorMetrics/pull/399', 'https://github.com/JdeRobot/BehaviorMetrics/pull/400', 'https://github.com/JdeRobot/BehaviorMetrics/pull/399', 'https://github.com/JdeRobot/DeepLearningStudio/pull/72']","['https://github.com/JdeRobot/DeepLearningStudio/issues/37', 'https://github.com/JdeRobot/DeepLearningStudio/issues/45', 'https://github.com/JdeRobot/DeepLearningStudio/issues/45', 'https://github.com/JdeRobot/BehaviorMetrics/issues/366', 'https://github.com/JdeRobot/BehaviorMetrics/issues/367', 'https://github.com/JdeRobot/BehaviorMetrics/issues/368', 'https://github.com/JdeRobot/BehaviorMetrics/issues/369', 'https://github.com/JdeRobot/DeepLearningStudio/issues/48', 'https://github.com/JdeRobot/DeepLearningStudio/issues/48', 'https://github.com/JdeRobot/BehaviorMetrics/issues/368', 'https://github.com/JdeRobot/BehaviorMetrics/issues/369', 'https://github.com/JdeRobot/DeepLearningStudio/issues/55', 'https://github.com/JdeRobot/BehaviorMetrics/issues/369', 'https://github.com/JdeRobot/BehaviorMetrics/issues/383', 'https://github.com/JdeRobot/BehaviorMetrics/issues/384', 'https://github.com/JdeRobot/BehaviorMetrics/issues/385', 'https://github.com/JdeRobot/BehaviorMetrics/issues/392', 'https://github.com/JdeRobot/BehaviorMetrics/issues/392', 'https://github.com/JdeRobot/BehaviorMetrics/issues/397', 'https://github.com/JdeRobot/BehaviorMetrics/issues/396']","python, tensorflow, pytorch, TensorRT","robotics, vision, deep learning, Autonomous Driving, Quantization, Pruning, Knowledge Distillation"
7, Reinforcement Learning for pick and place operations ,Reinforcement learning is an established discipline for the automatic acquisition of control programs from a reward signal. Some early limitations..., Daniel Peix ," Mentor  Pilar Bachiller, Juan M. Haut ", Organization  RoboComp ,/archive/2022/projects/jJ8o0Wpc,https://github.com/robocomp/robocomp-pick-and-place/tree/dani_branch,No,No,"Reinforcement learning is an established discipline for the automatic acquisition of control programs from a reward signal. Some early limitations arising from the necessary limited dimension of sensor spaces have been overcome with the integration of DNN as efficient reducers of large input data. In this project we want to apply RL as an online method to improve an existing grasping algorithm. Using a Kinova Gen3 arm simulated in CoppeliaSIm, that already performs a pick and place operation using a gripper with multiple force and distance sensors, the goal is to improve the current grasping performance by running RL algorithms that learn from the existing algorithm and, eventually, replace it to continue is adaptation to the specificities of the environment. If the experiments proceeds as expected, a second stage will try to transfer the learned controller to the grasping of a new target object in the scene, for example, from a block to a cup. All the experiments will be performed with RoboComp’s robotics cognitive architecture CORTEX, and the tools and existing agents already developed and tested.",[],[],"python, pytorch, RL, Coppelia, Simulator","machine learning, reinforcement learning"
8, New Frontend Framework for Simulator UI ,New Frontend Framework for Simulator UI The project focuses on replacing JqueryUI with a modern frontend framework. I have divided the coding time..., Devjit Choudhury ," Mentor  Aboobacker MK, Ayan Biswas, Samiran Konwar ", Organization  CircuitVerse.org ,/archive/2022/projects/1IZGKjn2,https://blog.circuitverse.org/posts/devjitchoudhury_gsoc22_phase2_report/,No,Yes,"New Frontend Framework for Simulator UI



The project focuses on replacing JqueryUI with a modern frontend framework.



I have divided the coding time period into 5 Parts - 


1.  Decoupling the Simulator 


2.  Dividing into Components 


3.  Sate Management 


4.  Refactoring CSS 


5.  Internationalization using vue-banana-i18n 



I will start by decoupling the Simulator UI from the backend followed by restructuring the folder structure. 



Dividing the Simulator UI into small Components, replace DOM mutations with strings by conditionally rendered components.



Managing the states of different components and using various powerful features of the frontend framework like Lifecycle hooks.



Refactoring the styles into their respective components.



A lot of work for Localization of Simulator has already been done, so integrating it with the new frontend framework.","['https://github.com/CircuitVerse/cv-frontend-vue/pull/2', 'https://github.com/CircuitVerse/cv-frontend-vue/pull/4', 'https://github.com/CircuitVerse/cv-frontend-vue/pull/7', 'https://github.com/CircuitVerse/cv-frontend-vue/pull/9', 'https://github.com/CircuitVerse/cv-frontend-vue/pull/11', 'https://github.com/CircuitVerse/cv-frontend-vue/pull/14', 'https://github.com/CircuitVerse/cv-frontend-vue/pull/20', 'https://github.com/CircuitVerse/cv-frontend-vue/pull/25']",[],"javascript, react, VueJS","web, react, javascript, VUE, Simulator, Frontend Framework"
9, Interactive Onboarding Flow ,The current onboarding workflow that the Oppia Android app offers is not intuitive enough. Users get confused or spend more time than necessary..., Jishnu Goyal ," Mentor  Ben Henning, Rajat Talesra ", Organization  Oppia Foundation ,/archive/2022/projects/U4F39XEC,https://medium.com/@jishnugoyal007/google-summer-of-code22-27d168773eda,No,No,"The current onboarding workflow that the Oppia Android app offers is not intuitive enough.

Users get confused or spend more time than necessary figuring out the features and how to navigate in the app due to lack of a better onboarding workflow. 
Sometimes users do not use a feature available to them that can ease their learning journeys due to lack of information.

To ensure first time users have the best experience possible and to create an onboarding experience that is:
Engaging but not time-consuming
Educational but not text-heavy
Interactive but not complicated
 Does not take too much time or clicks, especially if it is not interactive
Does not add unnecessary visual or cognitive complexity
Easily dismissible at all parts of the experience

The app should show the onboarding flow the first time the user experiences whichever screen contains the interactive elements that should be explained.

Each of these experiences may lead to multiple parts of the UI being highlighted, and should follow a predefined linear flow.

There should be an option to cancel out of the flow, and the app should not show it again if the flow is either canceled or completed. 

 Users should be able to access the onboarding flow if they cancel accidentally or forget something and want to go over it again.",[],[],"android, kotlin","android, Kotlin"
10, RIoTPot: A Shapeshifting honeypot ,# Advance Device Profiles --- To enhance RIoTPot with pre-set and custom device profiles. The profiles will be displayed using an interface that..., ryaben ," Mentor  Shreyas Srinivasa, Manolis ", Organization  The Honeynet Project ,/archive/2022/projects/Fy1BiON5,https://ricyaben.github.io/blog/projects/gsoc_2022_riotpot/,No,No,"# Advance Device Profiles
---

To enhance RIoTPot with pre-set and custom device profiles. The profiles will be displayed using an interface that users can toggle to customise their experience.

Profiles are provided with services, banners and other device information. This configuration should be available to the user while using the application.

## Timeline

1. June-July: Basic API to communicate between the web interface and RIoTPot configuration and state.

2. July to August:  Create behaviour trees and a switch-based view. Hand-in
phase 1

3. August to September: Implementing a number of profiles and cleaning the documentation.

4. September until the end: Hand in phase 2 and polish the application.",[],"['https://github.com/aau-network-security/riotpot/issues/73', 'https://github.com/aau-network-security/riotpot/issues/63', 'https://github.com/aau-network-security/riotpot/issues/58', 'https://github.com/aau-network-security/riotpot/issues/57', 'https://github.com/aau-network-security/riotpot/issues/62', 'https://github.com/aau-network-security/riotpot/issues/53', 'https://github.com/aau-network-security/riotpot/issues/64', 'https://github.com/aau-network-security/riotpot/issues/65', 'https://github.com/aau-network-security/riotpot/issues/66', 'https://github.com/aau-network-security/riotpot/issues/68', 'https://github.com/aau-network-security/riotpot/issues/67', 'https://github.com/aau-network-security/riotpot/issues/61', 'https://github.com/aau-network-security/riotpot/issues/69', 'https://github.com/aau-network-security/riotpot/issues/71', 'https://github.com/aau-network-security/riotpot/issues/72', 'https://github.com/aau-network-security/riotpot/issues/70']","postgresql, golang, docker","cyber security, honeypot"
11, Exerciser Evaluation mode ,The Exerciser activity lets you build interactive exercises using multiple templates and share these exercises with other users. This project aims to..., divyansh-agarwal ," Mentor  Lionel Laské, Ashish Aggarwal ", Organization  Sugar Labs ,/archive/2022/projects/A8BrmPsF,https://tinyurl.com/ExerciserEvalutionGSoC2022,No,No,"The Exerciser activity lets you build interactive exercises using multiple templates and share these exercises with other users.

This project aims to improve the activity and implement new features, precisely a way to use Exerciser as an evaluation platform.

To implement this idea, firstly, I have to upgrade the reactJs version so that the latest version is in use also have to implement the way to run all exercises with one click.",[],[],"javascript, html, reactjs, VanillaJS","web, Reactjs, HTML, Css, VanillaJs"
12, [pysal] Morphological Street Network Simplification ,"The study of urban morphology relies on clever abstractions of the built environment into computationally tractable models. One such model, the...", Gabriel Agostini ," Mentor  James Gaboardi, Martin Fleischmann, Andres Morfin Veytia ", Organization  NumFOCUS ,/archive/2022/projects/NIcNOOAQ,https://github.com/gsagostini/network-simplification,No,No,"The study of urban morphology relies on clever abstractions of the built environment into computationally tractable models. One such model, the street network, is a graph whose edges are streets and nodes are street intersections. Network analysis tools are often tailored for street networks with the purpose of routing. In shortest path computations, network data must carefully reflect not only urban infrastructure but also the intricacy of transportation policies–such as multiple lanes and traffic direction. From the perspective of urban morphology, these features add noise to the geometric order of cities. Perpendicular two-lane streets cross in four intersections, producing a dummy city block, for example. Street networks carefully processed to answer pressing accessibility questions are not suitable for morphological analysis.

We would like to develop source-agnostic functions to process street network data for meaningful morphological analysis. The final network should be, at least, free from multiple nodes representing the same intersection and multiple edges representing the same street. This processing must rely on inherent network properties such as node connectivity and edge lengths, but not on auxiliary data such as OSM tags and building footprints. The functions will be collected under pysal’s momepy module, added to an existing toolbox of scalable urban morphological analysis.",[],[],python,"Graph Theory, Urban Data Science, Street Networks, Urban Morphology"
13, Building Bela Images ,"Bela is an open hardware and software platform for creating beautiful interaction with sensors, sound and it is designed for artists, musicians,...", Kurva Prashanth ," Mentor  Giulio Moro, Vedant Paranjape, Vaishnav Achath ", Organization  BeagleBoard.org ,/archive/2022/projects/ykkMkxcR,https://krvprashanth.in/gsoc2022/,No,Yes,"Bela is an open  hardware and software platform for creating beautiful interaction with sensors, sound and it is designed for artists, musicians, researchers and makers, Bela brings the power of ultra-low latency interactive audio and sensors to digital systems. 

Bela Platform uses the Bela software which is a customised Debian distribution including a custom xenomai kernel, minimal clutter, and custom systemd configurations and It takes advantage of features of the BeagleBone computers and can achieve extremely fast audio and sensor processing times.  Bela Image development repo is heavily based and which was initially inspired by Beagleboard Image-builder scripts. Currently, the Beagle board Image development repo diverged greatly from a common functionalities of building Images. Now, there is a requirement to ""rebase"" the functionalities of the Bela Image builder repo to the Beagleboard Image builder one.  As the two codebases are drastically different. This project is to Improve the maintainability of the Bela Image development by adding the functionalities of the Bela Image builder repo to the BeagleBoard Image builder repo.","['https://github.com/rcn-ee/repos/pull/60', 'https://github.com/rcn-ee/repos/pull/61', 'https://github.com/rcn-ee/repos/pull/62', 'https://github.com/rcn-ee/repos/pull/63', 'https://github.com/rcn-ee/repos/pull/64', 'https://github.com/RobertCNelson/omap-image-builder/pull/199', 'https://github.com/RobertCNelson/omap-image-builder/pull/200', 'https://github.com/RobertCNelson/omap-image-builder/pull/201', 'https://github.com/RobertCNelson/omap-image-builder/pull/202', 'https://github.com/RobertCNelson/omap-image-builder/pull/205', 'https://github.com/RobertCNelson/omap-image-builder/pull/208', 'https://github.com/RobertCNelson/omap-image-builder/pull/209', 'https://github.com/RobertCNelson/ti-linux-kernel-dev/pull/53']",[],"Bash Scripting, Build Systems ( U-Boot ), Kernel building, Linux Management",Embedded Linux
14, Plugin for Selecting & Dragging & Doing Actions on Multiple Blocks ,This project is to enable the selection of multiple blocks at the same time and allow moving and doing actions on multiple blocks on Blockly. This..., Songlin Jiang ," Mentor  Evan Patton, Li Li ", Organization  MIT App Inventor ,/archive/2022/projects/9wF06HWE,https://hollowmansblog.wordpress.com/2022/08/13/my-google-summer-of-code-2022-google-blockly-workspace-multiselect-plugin/,No,No,"This project is to enable the selection of multiple blocks at the same time and allow moving and doing actions on multiple blocks on Blockly. This behaviour is pretty much the same as when you try to manage your files on your Operating System, and you can drag a rectangle to select multiple files, then moving them around, copying, deleting.

The design is that the Blocks multi-select feature will be only functional when you hold the Shift key, so that users can still drag the workspace when not. Users can simply click on the blocks to select or unselect them, or drag a rectangle to select a set of them at the same time. A button would also be added to enable multi-selection feature in case users are unable to access the keyboard.

It sounds like a little bit easy, but actually, I would say that it's not. Multiple selections can become a crazy-complex feature when you start thinking about the details. When dragging two blocks, you have to think about how the connections will work. When you right-click on multiple selections, you also have to make sure that those options apply to all blocks. And the touch screen problem would also need to be addressed.

The feature request (https://github.com/google/blockly-samples/issues/267) has remained open on the GitHub Issues for 6 years, but it's still in the discussion phase and far from the beginning of Implementation there. So I hope we can implement that during GSoC 2022 if possible.","['https://github.com/mit-cml/workspace-multiselect/pull/1', 'https://github.com/mit-cml/workspace-multiselect/pull/2', 'https://github.com/mit-cml/workspace-multiselect/pull/4', 'https://github.com/mit-cml/workspace-multiselect/pull/5', 'https://github.com/google/blockly-samples/pull/1202', 'https://github.com/ThibaultJanBeyer/DragSelect/pull/128', 'https://github.com/ThibaultJanBeyer/DragSelect/pull/128', 'https://github.com/google/blockly-samples/pull/1202']","['https://github.com/mit-cml/workspace-multiselect/issues/3', 'https://github.com/google/blockly-samples/issues/267', 'https://github.com/google/blockly/issues/6160']","javascript, android, Blockly",web
15, R-only tripack ,"The R tripack package is an implementation of the FORTRAN 77 TRIPACK package, which performs Constrained Delaunay Triangulations on a set of points....", ZeroDawn0D ," Mentor  Di Cook, Harriet Mason ", Organization  R project for statistical computing ,/archive/2022/projects/h1cavSzn,https://zerodawn0d.github.io/tRiad/articles/GSoC.html,No,No,"The R tripack package is an implementation of the FORTRAN 77 TRIPACK package, which performs Constrained Delaunay Triangulations on a set of points. The use of legacy FORTRAN code means that packages that require tripack rely on the ACM License. which is discouraged by CRAN.

My goal is to create a package that can also perform Constrained Delaunay Triangulations, and contains R-only versions of the functions defined in the tripack package. This will remove the dependency on the ACM License by packages that require tripack to function (eg. alphahull).",[],[],r,"computational geometry, geometry, statistics"
16, Extending the Social Navigation component to realistic scenarios ,Socially aware path planning enables a robot to navigate through a crowded environment causing the least amount of discomfort to the surrounding..., Sushant Sreeram Swamy ," Mentor  Luis J. Manso, Aditya Kapoor ", Organization  RoboComp ,/archive/2022/projects/So3JrqTr,https://github.com/robocomp/gsoc22-socnavenv,No,No,"Socially aware path planning enables a robot to navigate through a crowded environment causing the least amount of discomfort to the surrounding people. Building upon the work done in GSoC '21, the aim of the project is to account for the interactions between the different entities in the environment by adding interaction nodes between entities in the graph representation. A way in which the robot can also come up with interaction nodes would also be looked into.Finally, the project also aims to compare SNGNN-RL's performance with the current baseline.",[],[],"python, c++, pytorch, OpenAI Gym, Robocomp","robotics, graph neural networks, Deep Reinforcement Learning, Path Planning"
17, Data Buffers / Serialization ,"This project is about finishing the Binary Buffer system's API to read and write arbitrary data into a byte buffer, along with using this system to...", Dhruv Chawla (0xdc03) ," Mentor  Josh Ventura, fundies ", Organization  The ENIGMA Team ,/archive/2022/projects/BrXiUNA2,https://github.com/enigma-dev/enigma-dev/pull/2318,No,Yes,"This project is about finishing the Binary Buffer system's API to read and write arbitrary data into a byte buffer, along with using this system to implement serialization and deserialization of all game state into a Binary Buffer in the EDL compiler.","['/login?return_to=https%3A%2F%2Fgithub.com%2Fenigma-dev%2Fenigma-dev%2Fpull%2F2318', '/login?return_to=https%3A%2F%2Fgithub.com%2Fenigma-dev%2Fenigma-dev%2Fpull%2F2318', 'https://github.com/enigma-dev/enigma-dev/pull/2309', 'https://github.com/enigma-dev/enigma-dev/pull/2317', 'https://github.com/enigma-dev/enigma-dev/pull/2310', 'https://github.com/enigma-dev/enigma-dev/pull/2306', 'https://github.com/enigma-dev/enigma-dev/pull/2305', 'https://github.com/enigma-dev/enigma-dev/pull/2304', 'https://github.com/enigma-dev/enigma-dev/pull/2295', 'https://github.com/enigma-dev/enigma-dev/pull/2312', 'https://github.com/enigma-dev/enigma-dev/pull/2307', 'https://github.com/enigma-dev/enigma-dev/pull/2300', 'https://github.com/enigma-dev/RadialGM/pull/230', 'https://github.com/enigma-dev/enigma-dev/pull/2318#event-8788390807', 'https://github.com/enigma-dev/enigma-dev/pull/2318', '/login?return_to=https%3A%2F%2Fgithub.com%2Fenigma-dev%2Fenigma-dev%2Fpull%2F2318']",[],c++,"compilers, game engine, code generation, Serialization, Deserialization"
18, Improving the Calendar Application ,"I plan on improving the native Calendar application of Haiku OS, and add the following features in the application: - Utiliity to set Reminders...", Harshit Sharma ," Mentor  Niels Reedijk, Humdinger ", Organization  Haiku ,/archive/2022/projects/Aw6dks92,https://www.haiku-os.org/blog/harshitsharma/2022-09-12_gsoc_2022_final_report_improving_the_calendar_application/,No,Yes,"I plan on improving the native Calendar application of Haiku OS, and add the following features in the application:
- Utiliity to set Reminders (pretty self explanatory)
- Separate Calendar Profiles (It will allow the user to set up events and tasks, without getting riled up between different niche, such as work related events and personal events)
- Advanced search feature (It will allow user to search for a particular event just by entering a keyword, without having to manually scroll the calendar for it)
- I will also work on the opened issues on the features the application still needs.","['https://github.com/HaikuArchives/Calendar/pull/121', 'https://github.com/HaikuArchives/Calendar/pull/123', 'https://github.com/HaikuArchives/Calendar/pull/124', 'https://github.com/HaikuArchives/Calendar/pull/125', 'https://github.com/HaikuArchives/Calendar/pull/126', 'https://github.com/HaikuArchives/Calendar/pull/127', 'https://github.com/HaikuArchives/Calendar/pull/128', 'https://github.com/HaikuArchives/Calendar/pull/129']","['https://github.com/HaikuArchives/Calendar/issues/119', 'https://github.com/HaikuArchives/Calendar/issues/122', 'https://github.com/HaikuArchives/Calendar/issues/130']","c++, be api","userland development, user interface design"
19, Implement Encrypted Search for Matrix ,"Currently, keeping privacy in mind, Matrix uses seshat to store a searchable database on the user’s device itself. As the number of conversations and...", Aditya Rajput , Mentor  Charles Wright , Organization  Matrix.org ,/archive/2022/projects/xjCmlvMW,https://gist.github.com/BURG3R5/fe84e6880726e5d50d09f6dab84efc9d,No,Yes,"Currently, keeping privacy in mind, Matrix uses seshat to store a searchable database on the user’s device itself. As the number of conversations and messages increase, maintaining an index on the client side becomes tougher.
 
The solution to these problems is a Searchable Symmetric Encryption (SSE) scheme that lets the client safely store an encrypted database on an untrusted server and search through it with full privacy.
 
This project will implement, in particular, the keyword search scheme outlined in a Demertzis et al. paper titled “Fast Searchable Encryption with Tunable Locality”. I will achieve this by creating a Python library that exposes methods to create, update and search on encrypted indices stored in content repositories in a Matrix homeserver.
 
As a part of the project I will be demonstratively integrating the library into an existing Matrix client. Additionally, I will submit results of preliminary performance evaluation.",[],['https://github.com/BURG3R5/matrix-encrypted-search/issues?q=is%3Amerged+assignee%3ABURG3R5'],python,"database, communication, search, encryption, Matrix"
20, Implement WASI and wasmedge_process host functions on Windows ,WebAssembly has become extremely popular among the developer community lately. It offers near native performance in a browser and is meant to not be..., Abhinandan Udupa , Mentor  hydai , Organization  CNCF ,/archive/2022/projects/YRfj0fIn,https://github.com/WasmEdge/WasmEdge/issues/1477,No,Yes,"WebAssembly has become extremely popular among the developer community lately. It offers near native performance in a browser and is meant to not be a hand written language but to be the compilation target of source languages like C, C++, Rust etc. It provides a way to run code written in multiple languages on the web at near-native speed, with client apps running on the web that previously couldn't have done so. It, being a new language , does not enjoy wide support across platforms. The prospect of having a unified interface for web developers has long been elusive. It has the potential to provide the basis on which many apps can be built and deployed for a huge range of devices from IoT devices to fully fledged servers. But to enable developers to use it we need a WASI runtime ecosystem to support them. WasmEdge is one such project that aims to bring WebAssembly to the edge.

To provide  a unified  interface accross multiple platforms, a interface between WasmEdge and the host operating system has to be built. This interface is specific to the platform on which the runtime is deployed and has to be built individually and specifically for each platform bearing in mind the features available. The native API provided by the OS should be used to implement many of the common operations like file manipulation, IO etc. These 'host functions' are crucial for the project to succeed and have been defined in WASI - the Web Assembly System Interface which is a modular collection of standardised APIs

Currently, host specific functions have not been implemented in WasmEdge, for the windows platform. These functions are supposed to be implemented using the Win32 API and have to go rigorous testing before being deployed.",['https://github.com/WasmEdge/WasmEdge/pull/1826'],"['/login?return_to=https%3A%2F%2Fgithub.com%2FWasmEdge%2FWasmEdge%2Fissues%2F1477', '/login?return_to=https%3A%2F%2Fgithub.com%2FWasmEdge%2FWasmEdge%2Fissues%2F1477', '/login?return_to=https://github.com/WasmEdge/WasmEdge/issues/1477', '/login?return_to=https://github.com/WasmEdge/WasmEdge/issues/1477', 'https://github.com/WasmEdge/WasmEdge/issues/1477#issue-1244149501', 'https://github.com/WasmEdge/WasmEdge/issues/1477#event-1188422143', 'https://github.com/second-state/wasmedge-quickjs/issues/55', 'https://github.com/WasmEdge/WasmEdge/issues/1500', 'https://github.com/WasmEdge/WasmEdge/issues/1477#event-1192135052', 'https://github.com/WasmEdge/WasmEdge/issues/1529', 'https://github.com/WasmEdge/WasmEdge/issues/1477#issuecomment-1159733276', 'https://github.com/WasmEdge/WasmEdge/issues/1477#issuecomment-1191164733', 'https://github.com/WasmEdge/WasmEdge/issues/1477#issuecomment-1192258815', 'https://github.com/WasmEdge/WasmEdge/issues/1477#issuecomment-1192280546', 'https://github.com/WasmEdge/WasmEdge/issues/1477#issuecomment-1193152384', 'https://github.com/WasmEdge/WasmEdge/issues/1477#issuecomment-1193154053', 'https://github.com/WasmEdge/WasmEdge/issues/1477#issuecomment-1207415917', 'https://github.com/WasmEdge/WasmEdge/issues/1477#event-1212254735', 'https://github.com/WasmEdge/WasmEdge/issues/1477#issuecomment-1261755935', 'https://github.com/WasmEdge/WasmEdge/issues/1477#event-1221034765', 'https://github.com/WasmEdge/WasmEdge/issues/1918', 'https://github.com/WasmEdge/WasmEdge/issues/1477#event-14406766727', '/signup?return_to=https://github.com/WasmEdge/WasmEdge/issues/1477', '/login?return_to=https://github.com/WasmEdge/WasmEdge/issues/1477', 'https://github.com/WasmEdge/WasmEdge/issues/1477']","c++, cmake, win32 api","windows, webassembly"
